ReturnID,OrderID,ReturnDate,ProductID,CustomerID,ReturnReason,RefundAmount,Resolution
700733,509885,2023-05-26,1037,21400,Changed mind,333.76,Refunded
700734,509902,2024-11-15,1016,20206,Quality issue,776.55,Replaced
700735,509904,2024-06-04,1011,22122,Late delivery,1095.81,Replaced
700736,509930,2026-01-22,1032,22151,Quality issue,564.7,Replaced
700737,509936,2023-03-06,1008,20229,Damaged,997.25,Replaced
700738,509951,2024-05-31,1012,22355,Late delivery,307.13,Refunded
700739,509968,2023-05-10,1013,21163,Damaged,303.36,Refunded
700740,509970,2024-06-03,1006,22225,Damaged,85.76,Replaced
700741,509979,2024-12-25,1016,21730,Late delivery,1459.07,Replaced
700742,509997,2025-04-01,1037,21425,Quality issue,718.69,Refunded
700743,510001,2024-04-20,1016,21891,Wrong item,266.03,Replaced
700744,510023,2023-07-12,1024,20270,Late delivery,46.55,Refunded
700745,510054,2025-10-11,1039,21011,Damaged,1042.5,Refunded
700746,510076,2024-05-03,1029,21929,Changed mind,65.26,Replaced
700747,510086,2023-10-31,1026,20162,Quality issue,486.44,Refunded
700748,510097,2024-03-09,1028,21482,Late delivery,214.7,Replaced
700749,510109,2024-12-12,1036,20508,Damaged,70.76,Refunded
700750,510139,2026-01-03,1031,21296,Quality issue,544.14,Refunded
700751,510140,2023-02-17,1003,21862,Wrong item,488.78,Replaced
700752,510151,2024-12-19,1014,20788,Changed mind,58.82,Refunded
700753,510166,2024-04-29,1035,22320,Wrong item,213.26,Replaced
700754,510167,2024-01-21,1035,21495,Late delivery,103.23,Replaced
700755,510170,2025-09-17,1008,21173,Quality issue,214.62,Refunded
700756,510174,2025-09-24,1009,20350,Late delivery,78.43,Refunded
700757,510187,2023-02-04,1014,21951,Wrong item,100.72,Refunded
700758,510210,2024-09-15,1025,21468,Damaged,623.4,Replaced
700759,510227,2023-03-12,1019,22302,Damaged,280.61,Replaced
700760,510230,2025-05-17,1033,20018,Changed mind,247.31,Replaced
700761,510249,2025-10-13,1035,20216,Quality issue,110.39,Refunded
700762,510261,2025-08-14,1030,21251,Quality issue,152.5,Refunded
700763,510263,2025-09-07,1003,20482,Wrong item,1209.41,Replaced
700764,510288,2025-04-10,1006,20428,Changed mind,193.6,Refunded
700765,510303,2024-09-09,1023,21814,Changed mind,33.92,Replaced
700766,510315,2025-11-04,1023,20404,Wrong item,37.44,Refunded
700767,510324,2023-04-12,1036,20137,Changed mind,75.44,Replaced
700768,510352,2024-10-08,1013,21653,Damaged,588.15,Refunded
700769,510353,2023-07-17,1014,21964,Quality issue,50.13,Replaced
700770,510363,2023-11-01,1032,20912,Wrong item,172.61,Replaced
700771,510372,2024-02-26,1039,20215,Damaged,904.27,Replaced
700772,510377,2023-06-05,1029,21284,Wrong item,77.09,Replaced
700773,510398,2023-03-14,1035,22224,Late delivery,122.04,Replaced
700774,510431,2024-06-10,1029,20554,Wrong item,203.59,Replaced
700775,510438,2023-02-17,1035,20425,Late delivery,130.57,Refunded
700776,510445,2025-10-28,1006,21219,Changed mind,319.55,Replaced
700777,510446,2024-07-06,1012,22299,Quality issue,133.24,Replaced
700778,510460,2025-12-31,1021,22186,Changed mind,216.55,Replaced
700779,510470,2025-06-27,1024,20539,Damaged,226.51,Refunded
700780,510487,2023-06-23,1012,22298,Changed mind,131.26,Refunded
700781,510490,2025-02-08,1001,21155,Wrong item,210.31,Refunded
700782,510501,2024-01-11,1001,21540,Wrong item,451.37,Refunded
700783,510503,2025-07-04,1003,20459,Late delivery,269.27,Replaced
700784,510505,2025-06-30,1014,21488,Late delivery,53.77,Refunded
700785,510508,2023-04-09,1001,20141,Damaged,883.59,Refunded
700786,510518,2025-04-05,1009,21899,Wrong item,185.24,Refunded
700787,510550,2024-07-26,1020,20406,Late delivery,566.58,Refunded
700788,510557,2025-03-14,1040,21355,Wrong item,84.62,Refunded
700789,510558,2024-09-20,1040,21939,Damaged,110.54,Refunded
700790,510561,2024-10-20,1002,22477,Late delivery,256.11,Refunded
700791,510573,2023-07-01,1024,20853,Late delivery,45.39,Refunded
700792,510589,2023-04-20,1037,22352,Damaged,668.92,Refunded
700793,510608,2024-12-14,1032,22069,Changed mind,240.8,Refunded
700794,510637,2024-08-30,1013,22326,Wrong item,298.19,Replaced
700795,510649,2025-08-16,1021,20371,Wrong item,191.89,Refunded
700796,510677,2025-04-16,1039,20414,Quality issue,306.67,Refunded
700797,510682,2024-01-05,1021,22312,Quality issue,752.52,Replaced
700798,510686,2024-02-05,1003,20755,Wrong item,473.72,Replaced
700799,510692,2025-05-29,1014,20477,Quality issue,60.39,Replaced
700800,510695,2023-10-13,1036,21714,Late delivery,79.51,Refunded
700801,510697,2023-07-20,1026,21145,Quality issue,327.95,Refunded
700802,510700,2024-06-28,1032,22169,Wrong item,332.22,Replaced
700803,510705,2023-03-23,1012,20963,Late delivery,313.36,Refunded
700804,510707,2023-10-19,1026,20312,Changed mind,450.09,Replaced
700805,510769,2024-09-23,1011,20849,Wrong item,270.22,Refunded
700806,510806,2024-03-31,1008,21459,Wrong item,779.5,Refunded
700807,510827,2025-04-15,1009,21670,Quality issue,97.1,Replaced
700808,510838,2024-03-18,1040,22383,Late delivery,114.33,Replaced
700809,510849,2025-02-27,1031,21788,Damaged,387.05,Refunded
700810,510864,2024-02-08,1016,22372,Wrong item,259.2,Replaced
700811,510885,2025-05-28,1039,20487,Changed mind,1481.53,Refunded
700812,510889,2024-11-06,1033,20160,Wrong item,339.07,Refunded
700813,510898,2023-03-25,1009,21305,Quality issue,196.65,Replaced
700814,510911,2023-02-05,1015,20539,Damaged,255.87,Replaced
700815,510926,2026-01-15,1039,22011,Late delivery,677.34,Replaced
700816,510938,2023-05-03,1014,22049,Changed mind,107.3,Replaced
700817,510954,2023-06-28,1005,21622,Quality issue,188.5,Refunded
700818,510961,2024-11-05,1017,21532,Changed mind,212.14,Refunded
700819,510975,2024-07-27,1021,21935,Quality issue,529.0,Replaced
700820,510977,2023-11-24,1009,20475,Late delivery,177.3,Refunded
700821,510990,2025-05-09,1037,22053,Quality issue,287.43,Replaced
700822,511010,2024-09-29,1009,21627,Damaged,81.66,Replaced
700823,511014,2023-05-28,1021,21281,Damaged,709.33,Replaced
700824,511048,2024-02-29,1009,21291,Wrong item,155.85,Refunded
700825,511049,2024-11-22,1034,22202,Damaged,318.32,Refunded
700826,511052,2025-10-23,1018,21786,Quality issue,296.74,Refunded
700827,511056,2023-03-29,1013,21632,Changed mind,691.36,Replaced
700828,511058,2023-10-31,1022,20774,Late delivery,81.27,Replaced
700829,511068,2023-06-13,1033,21982,Wrong item,674.19,Refunded
700830,511071,2025-10-10,1010,21565,Late delivery,276.14,Replaced
700831,511072,2024-12-31,1016,22243,Changed mind,255.73,Refunded
700832,511109,2023-08-03,1004,21665,Late delivery,645.11,Refunded
700833,511115,2024-10-09,1025,20717,Changed mind,470.18,Refunded
700834,511120,2025-12-11,1035,22129,Wrong item,205.82,Refunded
700835,511139,2025-06-07,1022,20573,Late delivery,102.45,Replaced
700836,511149,2024-09-21,1023,20702,Changed mind,42.62,Replaced
700837,511150,2025-03-28,1010,22309,Wrong item,1289.05,Replaced
700838,511160,2024-02-07,1018,20605,Late delivery,131.12,Replaced
700839,511164,2024-11-17,1027,21992,Quality issue,124.39,Replaced
700840,511175,2024-02-03,1011,20211,Quality issue,540.77,Replaced
700841,511179,2024-07-28,1016,21047,Late delivery,495.92,Refunded
700842,511200,2024-01-12,1018,20149,Damaged,117.76,Replaced
700843,511262,2023-06-15,1034,22047,Changed mind,111.52,Replaced
700844,511305,2023-12-19,1003,20748,Quality issue,295.95,Replaced
700845,511315,2025-02-19,1010,20142,Quality issue,535.49,Replaced
700846,511336,2024-04-13,1037,21673,Late delivery,487.78,Replaced
700847,511345,2024-10-24,1033,20383,Wrong item,818.29,Refunded
700848,511368,2024-08-07,1023,21419,Changed mind,44.18,Refunded
700849,511387,2025-04-22,1038,21764,Wrong item,217.05,Refunded
700850,511416,2025-07-28,1017,22179,Wrong item,211.98,Replaced
700851,511428,2025-02-14,1021,21473,Wrong item,1021.1,Refunded
700852,511570,2025-12-18,1011,21515,Changed mind,492.33,Replaced
700853,511571,2024-07-06,1016,20728,Wrong item,307.75,Refunded
700854,511577,2025-09-10,1010,22498,Changed mind,615.5,Replaced
700855,511643,2025-07-07,1026,21798,Changed mind,165.62,Refunded
700856,511657,2023-11-23,1034,21248,Changed mind,88.57,Replaced
700857,511674,2024-06-16,1012,21115,Quality issue,114.07,Replaced
700858,511676,2024-11-16,1004,22468,Quality issue,697.72,Refunded
700859,511681,2025-05-13,1026,21482,Late delivery,161.31,Refunded
700860,511686,2023-05-20,1028,22145,Wrong item,224.71,Replaced
700861,511700,2023-12-17,1006,21797,Wrong item,178.14,Refunded
700862,511709,2023-02-12,1032,21256,Changed mind,138.45,Replaced
700863,511714,2025-12-01,1008,22323,Changed mind,239.51,Replaced
700864,511736,2024-09-06,1020,21146,Changed mind,283.0,Refunded
700865,511739,2024-04-09,1018,21691,Damaged,160.94,Refunded
700866,511783,2024-03-07,1021,21720,Quality issue,901.03,Refunded
700867,511819,2023-02-25,1016,21544,Late delivery,334.21,Replaced
700868,511821,2023-12-02,1023,21860,Wrong item,41.61,Refunded
700869,511828,2023-07-13,1032,22141,Quality issue,765.96,Replaced
700870,511855,2023-04-06,1008,21968,Changed mind,242.82,Replaced
700871,511876,2023-03-09,1021,20639,Late delivery,270.52,Replaced
700872,511891,2023-04-16,1009,21692,Wrong item,70.64,Replaced
700873,511896,2025-02-15,1031,20947,Wrong item,378.41,Replaced
700874,511910,2025-09-10,1024,20599,Quality issue,42.59,Refunded
700875,511917,2023-03-25,1001,20150,Late delivery,217.0,Refunded
700876,511935,2023-06-13,1038,21796,Wrong item,653.76,Replaced
700877,511940,2023-09-06,1033,20748,Quality issue,201.4,Replaced
700878,511966,2025-05-01,1039,20338,Changed mind,342.48,Replaced
700879,511993,2025-10-08,1014,20532,Damaged,45.67,Replaced
700880,512014,2023-03-07,1006,20968,Quality issue,87.02,Refunded
700881,512021,2026-01-04,1001,21916,Changed mind,222.47,Refunded
700882,512032,2024-12-12,1022,22279,Wrong item,97.12,Refunded
700883,512035,2024-03-08,1004,22080,Late delivery,1027.55,Refunded
700884,512044,2024-01-05,1020,20504,Late delivery,288.45,Refunded
700885,512048,2025-07-15,1006,22118,Wrong item,86.84,Refunded
700886,512066,2025-10-04,1036,20212,Wrong item,71.89,Refunded
700887,512069,2025-03-14,1011,22457,Damaged,594.26,Replaced
700888,512090,2023-10-31,1001,22322,Late delivery,202.73,Refunded
700889,512103,2024-01-16,1040,21224,Wrong item,181.86,Refunded
700890,512111,2023-11-27,1015,20079,Late delivery,646.25,Replaced
700891,512114,2025-06-01,1008,21661,Wrong item,217.62,Refunded
700892,512116,2025-01-18,1021,20513,Wrong item,266.55,Refunded
700893,512120,2023-04-24,1003,22303,Changed mind,265.62,Refunded
700894,512132,2025-01-28,1030,21171,Quality issue,81.77,Refunded
700895,512139,2025-05-10,1031,22443,Damaged,317.52,Refunded
700896,512151,2025-06-29,1019,22090,Wrong item,754.82,Refunded
700897,512171,2025-01-29,1016,20416,Wrong item,801.52,Replaced
700898,512172,2023-07-26,1010,22404,Wrong item,260.02,Replaced
700899,512183,2023-05-23,1017,20284,Late delivery,153.27,Refunded
700900,512238,2025-11-13,1002,22314,Damaged,103.92,Refunded
700901,512252,2025-09-10,1006,21334,Late delivery,130.49,Refunded
700902,512269,2023-02-02,1003,21030,Quality issue,552.13,Refunded
700903,512270,2025-07-19,1021,21286,Late delivery,286.78,Refunded
700904,512278,2025-09-07,1035,20696,Changed mind,653.44,Refunded
700905,512311,2024-02-14,1013,21036,Damaged,1388.71,Refunded
700906,512323,2025-06-05,1034,21457,Wrong item,211.35,Refunded
700907,512332,2023-03-05,1015,20027,Damaged,283.69,Refunded
700908,512354,2025-03-25,1008,20631,Wrong item,181.07,Replaced
700909,512372,2023-07-05,1030,20688,Late delivery,166.42,Replaced
700910,512400,2023-08-26,1010,20449,Wrong item,602.97,Refunded
700911,512407,2025-01-04,1030,21926,Damaged,241.43,Replaced
700912,512417,2024-05-14,1018,21283,Late delivery,141.56,Refunded
700913,512446,2025-02-02,1039,20081,Wrong item,267.38,Replaced
700914,512482,2023-01-25,1012,20070,Changed mind,250.6,Replaced
700915,512491,2025-10-04,1008,20983,Damaged,425.05,Refunded
700916,512508,2024-10-12,1035,21420,Quality issue,238.87,Replaced
700917,512539,2025-12-30,1005,21922,Quality issue,131.15,Replaced
700918,512541,2025-04-26,1023,21296,Changed mind,97.39,Replaced
700919,512555,2025-12-20,1034,22245,Changed mind,175.15,Replaced
700920,512560,2024-03-23,1016,21904,Late delivery,527.35,Replaced
700921,512571,2025-03-08,1034,21638,Late delivery,345.92,Refunded
700922,512594,2025-04-19,1018,21368,Late delivery,141.93,Replaced
700923,512615,2023-03-01,1026,21816,Quality issue,166.34,Replaced
700924,512619,2024-02-28,1038,22068,Quality issue,225.78,Replaced
700925,512621,2023-02-01,1035,22460,Quality issue,143.85,Replaced
700926,512658,2024-06-02,1036,22377,Wrong item,92.01,Refunded
700927,512680,2025-05-11,1015,20252,Late delivery,550.17,Replaced
700928,512684,2026-01-01,1013,21495,Wrong item,892.34,Refunded
700929,512697,2023-05-17,1028,21646,Damaged,275.87,Replaced
700930,512726,2024-10-25,1035,22205,Changed mind,399.57,Replaced
700931,512732,2023-10-20,1007,22104,Quality issue,33.73,Replaced
700932,512746,2024-03-28,1011,22013,Changed mind,299.65,Refunded
700933,512748,2025-07-10,1007,20661,Damaged,87.56,Refunded
700934,512754,2025-02-27,1037,21835,Quality issue,972.85,Refunded
700935,512757,2024-04-24,1004,20071,Quality issue,1108.04,Refunded
700936,512763,2024-08-31,1035,20233,Late delivery,127.49,Replaced
700937,512765,2024-05-26,1038,21540,Quality issue,545.63,Refunded
700938,512777,2023-06-12,1007,21088,Late delivery,27.81,Refunded
700939,512782,2024-01-19,1001,21911,Damaged,238.72,Refunded
700940,512790,2023-09-06,1002,21106,Late delivery,186.38,Refunded
700941,512792,2025-08-30,1012,20535,Damaged,101.48,Refunded
700942,512794,2024-06-10,1002,20448,Wrong item,334.0,Replaced
700943,512817,2025-11-18,1002,21752,Late delivery,213.16,Replaced
700944,512818,2023-05-14,1040,21183,Changed mind,87.93,Replaced
700945,512823,2023-03-22,1007,21849,Late delivery,25.01,Refunded
700946,512825,2024-05-14,1004,20446,Damaged,1137.57,Replaced
700947,512848,2023-05-19,1011,20580,Changed mind,296.41,Refunded
700948,512859,2024-05-14,1013,20259,Late delivery,582.44,Refunded
700949,512872,2023-02-17,1018,22318,Quality issue,325.76,Replaced
700950,512884,2025-02-11,1019,20419,Wrong item,288.4,Refunded
700951,512886,2025-09-07,1012,20684,Late delivery,276.42,Refunded
700952,512887,2024-10-03,1015,20077,Wrong item,256.7,Refunded
700953,512893,2025-12-25,1032,21621,Damaged,639.83,Replaced
700954,512896,2023-05-08,1036,21172,Wrong item,82.21,Replaced
700955,512990,2025-07-22,1002,21419,Late delivery,76.18,Replaced
700956,512991,2023-04-26,1023,21779,Wrong item,48.28,Replaced
700957,512997,2025-06-22,1021,21128,Changed mind,510.81,Refunded
700958,513009,2023-12-11,1011,20623,Damaged,284.11,Refunded
700959,513019,2025-04-29,1038,20282,Wrong item,252.95,Replaced
700960,513031,2024-08-01,1034,22159,Quality issue,202.07,Replaced
700961,513032,2024-04-06,1007,20150,Damaged,32.41,Replaced
700962,513039,2024-05-16,1036,20355,Late delivery,79.16,Replaced
700963,513050,2023-09-07,1033,21342,Late delivery,356.47,Replaced
700964,513058,2023-10-10,1022,20126,Wrong item,96.31,Replaced
700965,513061,2024-01-01,1016,22254,Late delivery,594.13,Refunded
700966,513083,2023-04-19,1016,20227,Wrong item,284.94,Replaced
700967,513096,2024-09-16,1038,22416,Wrong item,555.04,Refunded
700968,513099,2025-01-10,1017,21559,Quality issue,199.2,Refunded
700969,513123,2023-06-14,1011,21117,Damaged,798.57,Refunded
700970,513145,2025-05-17,1006,20097,Wrong item,201.59,Refunded
700971,513146,2025-03-11,1022,21528,Wrong item,180.79,Replaced
700972,513177,2023-03-14,1009,22459,Damaged,78.21,Refunded
700973,513196,2025-05-27,1006,22220,Damaged,86.62,Refunded
700974,513239,2023-06-12,1032,21107,Damaged,211.51,Refunded
700975,513256,2023-07-03,1040,20811,Quality issue,103.37,Refunded
700976,513266,2023-01-28,1004,20216,Late delivery,871.66,Replaced
700977,513279,2024-07-15,1009,21085,Changed mind,89.96,Replaced
700978,513287,2024-03-27,1002,22335,Wrong item,94.79,Refunded
700979,513393,2023-01-24,1035,21210,Late delivery,210.37,Refunded
700980,513414,2025-03-30,1004,20837,Wrong item,369.15,Refunded
700981,513424,2025-09-10,1014,21846,Damaged,49.41,Replaced
700982,513479,2023-07-05,1002,21047,Quality issue,215.8,Replaced
700983,513484,2025-03-24,1017,21855,Damaged,302.64,Replaced
700984,513506,2024-12-07,1037,20181,Wrong item,245.52,Replaced
700985,513515,2025-02-24,1031,20505,Changed mind,352.96,Refunded
700986,513530,2024-01-17,1031,22447,Late delivery,313.41,Refunded
700987,513538,2023-01-16,1022,22318,Wrong item,243.6,Refunded
700988,513577,2023-10-18,1001,21208,Late delivery,211.95,Refunded
700989,513584,2025-04-16,1015,21436,Damaged,239.99,Refunded
700990,513589,2023-06-30,1022,22217,Changed mind,91.24,Replaced
700991,513600,2023-03-15,1019,21173,Late delivery,322.39,Replaced
700992,513628,2024-03-18,1023,22373,Changed mind,45.15,Refunded
700993,513637,2023-05-15,1013,21941,Damaged,311.85,Replaced
700994,513660,2023-01-21,1012,20671,Wrong item,422.65,Refunded
700995,513678,2025-02-17,1029,20011,Damaged,71.66,Refunded
700996,513691,2025-07-29,1039,22427,Wrong item,342.97,Replaced
700997,513695,2025-05-07,1035,20057,Wrong item,430.15,Refunded
700998,513700,2023-08-13,1001,20865,Quality issue,524.94,Replaced
700999,513702,2023-09-14,1036,20513,Damaged,286.4,Replaced
701000,513720,2025-01-24,1020,20837,Damaged,277.9,Replaced
701001,513745,2025-01-06,1020,20962,Late delivery,1287.72,Refunded
701002,513778,2023-08-10,1012,22217,Changed mind,278.94,Refunded
701003,513783,2024-08-18,1020,21846,Changed mind,647.59,Replaced
701004,513784,2025-01-09,1022,21715,Wrong item,97.95,Replaced
701005,513817,2025-06-21,1031,21471,Damaged,1855.53,Replaced
701006,513825,2025-04-27,1021,21570,Damaged,217.86,Replaced
701007,513876,2024-06-24,1036,20685,Late delivery,186.75,Replaced
701008,513884,2024-01-08,1007,20787,Wrong item,22.15,Refunded
701009,513886,2025-07-05,1023,21223,Changed mind,44.76,Refunded
701010,513914,2024-11-29,1023,21786,Changed mind,106.59,Refunded
701011,513927,2024-11-09,1007,21432,Wrong item,27.08,Refunded
701012,513935,2025-05-24,1018,20431,Late delivery,157.77,Replaced
701013,513939,2023-06-10,1037,20189,Late delivery,820.17,Replaced
701014,513949,2023-05-09,1032,20364,Changed mind,365.01,Replaced
701015,513959,2023-04-03,1008,21191,Damaged,213.01,Refunded
701016,513998,2023-04-28,1011,21129,Damaged,254.3,Refunded
701017,514014,2025-02-13,1033,22414,Quality issue,231.26,Replaced
701018,514064,2024-10-17,1006,20694,Changed mind,87.43,Replaced
701019,514073,2024-12-10,1005,20616,Wrong item,119.81,Refunded
701020,514077,2025-06-21,1017,22167,Changed mind,459.5,Refunded
701021,514085,2025-04-07,1036,20900,Damaged,405.89,Replaced
701022,514086,2024-03-28,1015,22403,Changed mind,285.32,Refunded
701023,514161,2024-01-25,1006,20474,Damaged,106.76,Replaced
701024,514170,2025-03-20,1027,20164,Quality issue,105.51,Replaced
701025,514180,2025-05-30,1025,22190,Wrong item,676.16,Refunded
701026,514211,2025-12-16,1021,20455,Quality issue,698.92,Replaced
701027,514219,2024-07-01,1035,22039,Late delivery,374.58,Replaced
701028,514221,2025-01-17,1018,22295,Changed mind,421.24,Refunded
701029,514226,2023-05-22,1003,21195,Changed mind,256.43,Refunded
701030,514229,2024-03-30,1007,22476,Wrong item,56.94,Refunded
701031,514247,2025-03-18,1004,22114,Late delivery,1062.39,Replaced
701032,514259,2023-04-10,1032,20922,Damaged,418.74,Refunded
701033,514270,2023-11-30,1030,21507,Changed mind,62.06,Refunded
701034,514275,2023-08-01,1013,21375,Quality issue,293.23,Replaced
701035,514285,2023-05-15,1018,20235,Changed mind,310.49,Refunded
701036,514296,2023-12-21,1039,21121,Wrong item,976.7,Replaced
701037,514330,2024-06-09,1015,22135,Late delivery,254.89,Replaced
701038,514331,2023-09-01,1022,22307,Quality issue,80.75,Refunded
701039,514348,2023-01-13,1034,20134,Late delivery,85.46,Replaced
701040,514349,2024-06-26,1033,22131,Damaged,294.01,Refunded
701041,514352,2023-11-11,1033,20583,Late delivery,326.82,Refunded
701042,514357,2025-05-20,1037,21537,Wrong item,269.17,Refunded
701043,514373,2025-09-08,1003,21681,Changed mind,294.65,Replaced
701044,514378,2025-02-20,1016,21655,Damaged,243.84,Refunded
701045,514379,2024-04-08,1030,20452,Wrong item,73.0,Refunded
701046,514380,2025-06-14,1010,22311,Late delivery,261.77,Refunded
701047,514414,2023-07-01,1014,21654,Quality issue,97.67,Replaced
701048,514419,2024-05-23,1003,21699,Damaged,238.79,Refunded
701049,514422,2023-02-25,1032,21550,Damaged,205.83,Replaced
701050,514430,2024-02-12,1037,21429,Late delivery,546.73,Replaced
701051,514446,2023-10-26,1015,21885,Damaged,318.11,Refunded
701052,514456,2024-12-30,1038,20480,Wrong item,998.23,Replaced
701053,514503,2024-08-20,1009,22148,Quality issue,214.52,Refunded
701054,514512,2023-07-01,1018,21349,Damaged,217.69,Replaced
701055,514522,2023-06-25,1018,22371,Quality issue,460.65,Replaced
701056,514550,2024-07-05,1011,21373,Wrong item,309.31,Refunded
701057,514570,2024-03-19,1024,20999,Damaged,122.79,Refunded
701058,514578,2024-03-18,1004,20613,Changed mind,271.14,Refunded
701059,514615,2024-05-02,1030,20260,Late delivery,67.99,Refunded
701060,514657,2023-11-03,1013,21763,Late delivery,338.28,Replaced
701061,514664,2024-05-18,1020,22403,Damaged,305.28,Replaced
701062,514668,2025-06-26,1008,21184,Late delivery,220.74,Replaced
701063,514674,2024-11-11,1016,20128,Wrong item,286.56,Replaced
701064,514675,2023-01-22,1040,20579,Late delivery,96.23,Replaced
701065,514714,2024-06-11,1012,21332,Late delivery,293.11,Replaced
701066,514729,2025-11-02,1001,22051,Changed mind,237.81,Refunded
701067,514745,2023-05-16,1011,20694,Quality issue,444.55,Replaced
701068,514769,2025-07-31,1022,22234,Wrong item,86.64,Refunded
701069,514774,2025-07-01,1033,20715,Damaged,1033.64,Replaced
701070,514790,2025-02-10,1035,20517,Late delivery,115.82,Refunded
701071,514800,2025-12-30,1033,20996,Changed mind,300.97,Refunded
701072,514830,2024-01-26,1031,20485,Quality issue,343.97,Replaced
701073,514844,2024-05-14,1031,22247,Changed mind,661.97,Refunded
701074,514847,2024-12-14,1020,20089,Changed mind,265.45,Replaced
701075,514896,2025-10-28,1007,21335,Changed mind,30.92,Replaced
701076,514914,2025-12-10,1015,20545,Damaged,522.44,Refunded
701077,514920,2024-10-15,1013,20687,Changed mind,579.61,Refunded
701078,514926,2024-06-21,1032,20283,Changed mind,468.81,Refunded
701079,514932,2023-02-19,1026,21593,Late delivery,167.57,Refunded
701080,514935,2023-06-05,1008,20782,Damaged,246.79,Refunded
701081,514937,2025-05-29,1001,20015,Late delivery,195.81,Replaced
701082,514965,2024-04-05,1020,21223,Late delivery,798.77,Replaced
701083,514976,2025-08-12,1005,21336,Damaged,264.3,Refunded
701084,514985,2024-03-06,1038,20705,Changed mind,549.68,Replaced
701085,515004,2023-09-15,1021,20533,Wrong item,244.04,Refunded
701086,515006,2024-01-01,1007,20252,Late delivery,68.27,Refunded
701087,515015,2024-04-24,1032,22050,Changed mind,148.17,Refunded
701088,515017,2025-03-02,1004,20489,Damaged,303.83,Replaced
701089,515026,2024-03-13,1019,20052,Changed mind,281.53,Replaced
701090,515028,2026-01-07,1021,20827,Damaged,1030.71,Replaced
701091,515030,2025-02-01,1024,20239,Quality issue,47.07,Replaced
701092,515053,2025-07-05,1015,21067,Damaged,297.52,Refunded
701093,515062,2024-03-28,1003,21140,Changed mind,277.52,Replaced
701094,515080,2025-06-27,1008,21593,Quality issue,843.5,Refunded
701095,515091,2024-07-15,1032,20587,Late delivery,220.18,Replaced
701096,515097,2023-07-18,1030,21501,Quality issue,74.28,Replaced
701097,515112,2024-12-05,1002,20065,Quality issue,250.5,Refunded
701098,515122,2024-03-02,1013,22166,Damaged,274.84,Replaced
701099,515130,2024-03-06,1021,20125,Wrong item,212.7,Refunded
701100,515132,2024-03-15,1029,21036,Late delivery,73.1,Refunded
701101,515136,2023-07-07,1017,22142,Damaged,331.69,Replaced
701102,515141,2023-02-10,1033,21844,Quality issue,1015.41,Replaced
701103,515146,2024-11-01,1039,21269,Wrong item,273.91,Refunded
701104,515155,2025-05-04,1012,20882,Wrong item,234.08,Replaced
701105,515172,2023-12-05,1033,20346,Changed mind,279.66,Replaced
701106,515180,2025-01-21,1035,22074,Wrong item,285.55,Refunded
701107,515185,2025-10-08,1040,20144,Wrong item,101.41,Refunded
701108,515213,2024-12-03,1001,22390,Damaged,697.81,Replaced
701109,515217,2025-01-05,1026,20988,Wrong item,156.11,Refunded
701110,515219,2024-11-28,1038,21258,Wrong item,945.29,Replaced
701111,515225,2025-02-04,1027,21054,Late delivery,100.57,Replaced
701112,515234,2024-03-26,1035,20024,Changed mind,122.0,Replaced
701113,515238,2025-08-24,1011,21849,Wrong item,528.31,Replaced
701114,515240,2024-05-24,1038,21131,Damaged,238.53,Refunded
701115,515279,2023-10-13,1029,22014,Changed mind,257.57,Refunded
701116,515301,2026-01-23,1002,20139,Wrong item,106.13,Replaced
701117,515303,2025-06-01,1039,20273,Late delivery,1101.98,Refunded
701118,515311,2024-02-12,1005,21886,Wrong item,145.51,Refunded
701119,515313,2024-10-26,1002,20082,Quality issue,96.07,Refunded
701120,515316,2025-05-30,1008,20682,Late delivery,265.9,Replaced
701121,515339,2024-12-24,1027,20429,Late delivery,302.86,Replaced
701122,515352,2025-12-05,1023,20942,Changed mind,43.31,Refunded
701123,515359,2025-06-06,1012,21628,Late delivery,234.04,Replaced
701124,515372,2024-01-22,1008,20744,Changed mind,212.19,Replaced
701125,515381,2023-01-11,1019,21630,Late delivery,622.56,Replaced
701126,515388,2023-06-10,1025,21757,Changed mind,1146.81,Refunded
701127,515394,2025-08-03,1018,21867,Damaged,289.83,Replaced
701128,515422,2024-12-11,1023,22063,Changed mind,45.63,Replaced
701129,515430,2025-12-11,1034,20018,Wrong item,168.17,Refunded
701130,515431,2025-12-16,1012,20749,Quality issue,236.45,Refunded
701131,515442,2024-07-11,1013,20840,Wrong item,285.17,Replaced
701132,515467,2024-04-28,1028,21232,Late delivery,396.34,Replaced
701133,515468,2024-08-11,1038,21670,Wrong item,1024.63,Replaced
701134,515475,2024-02-17,1017,22374,Damaged,221.24,Refunded
701135,515483,2024-01-05,1019,20948,Damaged,260.8,Refunded
701136,515497,2023-12-07,1002,21847,Late delivery,212.62,Refunded
701137,515505,2024-07-22,1003,20857,Damaged,295.33,Replaced
701138,515515,2025-12-30,1033,20935,Late delivery,238.87,Refunded
701139,515522,2024-05-09,1027,20302,Wrong item,91.08,Replaced
701140,515527,2025-02-15,1035,20265,Changed mind,585.21,Replaced
701141,515532,2024-01-04,1009,21345,Quality issue,99.73,Refunded
701142,515557,2024-06-04,1028,21501,Late delivery,246.08,Replaced
701143,515559,2025-08-16,1022,21107,Damaged,93.89,Replaced
701144,515597,2025-10-04,1029,20012,Changed mind,77.68,Replaced
